File,Accent
audio_tsr\Track-336.wav,1
audio_tsr\Track-366.wav,1
audio_kkd\Track-267.wav,0
audio_tsr\Track-01.wav,1
audio_kkd\Track-373.wav,0
audio_kkd\Track-48.wav,0
audio_kkd\Track-479.wav,0
audio_tsr\Track-353.wav,1
audio_kkd\Track-73.wav,0
audio_tsr\Track-260.wav,1
audio_tsr\Track-298.wav,1
audio_tsr\Track-445.wav,1
audio_tsr\Track-149.wav,1
audio_kkd\Track-470.wav,0
audio_kkd\Track-88.wav,0
audio_tsr\Track-23.wav,1
audio_tsr\Track-217.wav,1
audio_tsr\Track-371.wav,1
audio_kkd\Track-258.wav,0
audio_kkd\Track-306.wav,0
audio_kkd\Track-183.wav,0
audio_tsr\Track-302.wav,1
audio_kkd\Track-319.wav,0
audio_kkd\Track-302.wav,0
audio_kkd\Track-78.wav,0
audio_tsr\Track-04.wav,1
audio_tsr\Track-63.wav,1
audio_kkd\Track-466.wav,0
audio_tsr\Track-255.wav,1
audio_tsr\Track-488.wav,1
audio_tsr\Track-377.wav,1
audio_kkd\Track-375.wav,0
audio_kkd\Track-150.wav,0
audio_tsr\Track-174.wav,1
audio_tsr\Track-131.wav,1
audio_kkd\Track-491.wav,0
audio_kkd\Track-270.wav,0
audio_tsr\Track-420.wav,1
audio_tsr\Track-33.wav,1
audio_tsr\Track-388.wav,1
audio_kkd\Track-488.wav,0
audio_tsr\Track-170.wav,1
audio_tsr\Track-116.wav,1
audio_kkd\Track-384.wav,0
audio_tsr\Track-313.wav,1
audio_tsr\Track-405.wav,1
audio_kkd\Track-372.wav,0
audio_tsr\Track-82.wav,1
audio_tsr\Track-397.wav,1
audio_kkd\Track-300.wav,0
audio_kkd\Track-82.wav,0
audio_tsr\Track-457.wav,1
audio_tsr\Track-74.wav,1
audio_tsr\Track-98.wav,1
audio_tsr\Track-429.wav,1
audio_tsr\Track-265.wav,1
audio_tsr\Track-369.wav,1
audio_tsr\Track-382.wav,1
audio_tsr\Track-38.wav,1
audio_kkd\Track-266.wav,0
audio_tsr\Track-223.wav,1
audio_tsr\Track-25.wav,1
audio_kkd\Track-334.wav,0
audio_kkd\Track-172.wav,0
audio_tsr\Track-416.wav,1
audio_tsr\Track-210.wav,1
audio_kkd\Track-501.wav,0
audio_kkd\Track-476.wav,0
audio_tsr\Track-314.wav,1
audio_kkd\Track-49.wav,0
audio_kkd\Track-155.wav,0
audio_kkd\Track-444.wav,0
audio_kkd\Track-272.wav,0
audio_kkd\Track-405.wav,0
audio_tsr\Track-433.wav,1
audio_kkd\Track-490.wav,0
audio_kkd\Track-284.wav,0
audio_tsr\Track-414.wav,1
audio_tsr\Track-395.wav,1
audio_tsr\Track-409.wav,1
audio_kkd\Track-433.wav,0
audio_tsr\Track-367.wav,1
audio_kkd\Track-297.wav,0
audio_tsr\Track-47.wav,1
audio_tsr\Track-292.wav,1
audio_kkd\Track-159.wav,0
audio_tsr\Track-113.wav,1
audio_tsr\Track-290.wav,1
audio_kkd\Track-351.wav,0
audio_kkd\Track-168.wav,0
audio_tsr\Track-259.wav,1
audio_tsr\Track-272.wav,1
audio_tsr\Track-143.wav,1
audio_kkd\Track-506.wav,0
audio_kkd\Track-220.wav,0
audio_tsr\Track-441.wav,1
audio_tsr\Track-51.wav,1
audio_kkd\Track-414.wav,0
audio_tsr\Track-100.wav,1
audio_tsr\Track-430.wav,1
audio_kkd\Track-254.wav,0
audio_tsr\Track-67.wav,1
audio_tsr\Track-123.wav,1
audio_kkd\Track-72.wav,0
audio_kkd\Track-02.wav,0
audio_tsr\Track-406.wav,1
audio_tsr\Track-332.wav,1
audio_kkd\Track-190.wav,0
audio_kkd\Track-237.wav,0
audio_kkd\Track-60.wav,0
audio_tsr\Track-379.wav,1
audio_kkd\Track-51.wav,0
audio_tsr\Track-467.wav,1
audio_tsr\Track-463.wav,1
audio_kkd\Track-248.wav,0
audio_kkd\Track-208.wav,0
audio_tsr\Track-69.wav,1
audio_kkd\Track-94.wav,0
audio_tsr\Track-35.wav,1
audio_kkd\Track-245.wav,0
audio_tsr\Track-175.wav,1
audio_kkd\Track-38.wav,0
audio_tsr\Track-86.wav,1
audio_kkd\Track-161.wav,0
audio_tsr\Track-191.wav,1
audio_tsr\Track-236.wav,1
audio_tsr\Track-300.wav,1
audio_tsr\Track-484.wav,1
audio_tsr\Track-156.wav,1
audio_tsr\Track-232.wav,1
audio_kkd\Track-250.wav,0
audio_tsr\Track-275.wav,1
audio_kkd\Track-339.wav,0
audio_tsr\Track-42.wav,1
audio_kkd\Track-273.wav,0
audio_tsr\Track-492.wav,1
audio_kkd\Track-32.wav,0
audio_kkd\Track-463.wav,0
audio_tsr\Track-117.wav,1
audio_tsr\Track-458.wav,1
audio_tsr\Track-412.wav,1
audio_kkd\Track-428.wav,0
audio_tsr\Track-504.wav,1
audio_kkd\Track-23.wav,0
audio_tsr\Track-40.wav,1
audio_kkd\Track-347.wav,0
audio_tsr\Track-386.wav,1
audio_tsr\Track-442.wav,1
audio_tsr\Track-06.wav,1
audio_kkd\Track-174.wav,0
audio_kkd\Track-309.wav,0
audio_kkd\Track-34.wav,0
audio_tsr\Track-73.wav,1
audio_tsr\Track-108.wav,1
audio_tsr\Track-436.wav,1
audio_kkd\Track-455.wav,0
audio_kkd\Track-148.wav,0
audio_kkd\Track-108.wav,0
audio_tsr\Track-258.wav,1
audio_tsr\Track-270.wav,1
audio_kkd\Track-492.wav,0
audio_tsr\Track-318.wav,1
audio_tsr\Track-317.wav,1
audio_tsr\Track-240.wav,1
audio_tsr\Track-426.wav,1
audio_kkd\Track-111.wav,0
audio_tsr\Track-338.wav,1
audio_tsr\Track-107.wav,1
audio_tsr\Track-136.wav,1
audio_kkd\Track-262.wav,0
audio_tsr\Track-455.wav,1
audio_kkd\Track-498.wav,0
audio_kkd\Track-326.wav,0
audio_kkd\Track-298.wav,0
audio_kkd\Track-189.wav,0
audio_tsr\Track-505.wav,1
audio_kkd\Track-391.wav,0
audio_tsr\Track-257.wav,1
audio_tsr\Track-182.wav,1
audio_kkd\Track-164.wav,0
audio_tsr\Track-52.wav,1
audio_tsr\Track-79.wav,1
audio_tsr\Track-199.wav,1
audio_kkd\Track-119.wav,0
audio_kkd\Track-100.wav,0
audio_kkd\Track-432.wav,0
audio_kkd\Track-35.wav,0
audio_tsr\Track-277.wav,1
audio_kkd\Track-234.wav,0
audio_kkd\Track-54.wav,0
audio_tsr\Track-325.wav,1
audio_kkd\Track-325.wav,0
audio_kkd\Track-389.wav,0
audio_tsr\Track-05.wav,1
audio_kkd\Track-05.wav,0
audio_tsr\Track-08.wav,1
audio_kkd\Track-271.wav,0
audio_kkd\Track-197.wav,0
audio_kkd\Track-345.wav,0
audio_kkd\Track-277.wav,0
audio_kkd\Track-358.wav,0
audio_kkd\Track-25.wav,0
audio_tsr\Track-283.wav,1
audio_kkd\Track-489.wav,0
audio_kkd\Track-275.wav,0
audio_kkd\Track-440.wav,0
audio_tsr\Track-480.wav,1
audio_kkd\Track-20.wav,0
audio_kkd\Track-252.wav,0
audio_kkd\Track-341.wav,0
audio_kkd\Track-399.wav,0
audio_kkd\Track-103.wav,0
audio_kkd\Track-317.wav,0
audio_tsr\Track-470.wav,1
audio_kkd\Track-415.wav,0
audio_tsr\Track-205.wav,1
audio_kkd\Track-452.wav,0
audio_tsr\Track-489.wav,1
audio_tsr\Track-129.wav,1
audio_tsr\Track-154.wav,1
audio_tsr\Track-222.wav,1
audio_kkd\Track-209.wav,0
audio_kkd\Track-173.wav,0
audio_kkd\Track-378.wav,0
audio_kkd\Track-206.wav,0
audio_kkd\Track-394.wav,0
audio_kkd\Track-24.wav,0
audio_kkd\Track-192.wav,0
audio_tsr\Track-28.wav,1
audio_tsr\Track-334.wav,1
audio_tsr\Track-461.wav,1
audio_tsr\Track-438.wav,1
audio_tsr\Track-295.wav,1
audio_tsr\Track-45.wav,1
audio_tsr\Track-186.wav,1
audio_tsr\Track-65.wav,1
audio_kkd\Track-157.wav,0
audio_kkd\Track-03.wav,0
audio_tsr\Track-46.wav,1
audio_kkd\Track-472.wav,0
audio_kkd\Track-407.wav,0
audio_kkd\Track-102.wav,0
audio_kkd\Track-431.wav,0
audio_tsr\Track-310.wav,1
audio_tsr\Track-266.wav,1
audio_tsr\Track-271.wav,1
audio_kkd\Track-19.wav,0
audio_tsr\Track-106.wav,1
audio_tsr\Track-398.wav,1
audio_kkd\Track-256.wav,0
audio_tsr\Track-101.wav,1
audio_tsr\Track-506.wav,1
audio_tsr\Track-400.wav,1
audio_kkd\Track-406.wav,0
audio_kkd\Track-371.wav,0
audio_tsr\Track-473.wav,1
audio_kkd\Track-368.wav,0
audio_tsr\Track-351.wav,1
audio_kkd\Track-63.wav,0
audio_kkd\Track-13.wav,0
audio_tsr\Track-212.wav,1
audio_tsr\Track-215.wav,1
audio_tsr\Track-124.wav,1
audio_kkd\Track-502.wav,0
audio_tsr\Track-392.wav,1
audio_kkd\Track-423.wav,0
audio_kkd\Track-359.wav,0
audio_tsr\Track-387.wav,1
audio_tsr\Track-432.wav,1
audio_tsr\Track-146.wav,1
audio_tsr\Track-446.wav,1
audio_kkd\Track-80.wav,0
audio_tsr\Track-428.wav,1
audio_kkd\Track-503.wav,0
audio_kkd\Track-421.wav,0
audio_tsr\Track-39.wav,1
audio_kkd\Track-400.wav,0
audio_kkd\Track-141.wav,0
audio_tsr\Track-356.wav,1
audio_tsr\Track-439.wav,1
audio_kkd\Track-404.wav,0
audio_kkd\Track-288.wav,0
audio_kkd\Track-68.wav,0
audio_kkd\Track-128.wav,0
audio_tsr\Track-03.wav,1
audio_tsr\Track-253.wav,1
audio_kkd\Track-453.wav,0
audio_tsr\Track-288.wav,1
audio_kkd\Track-253.wav,0
audio_kkd\Track-251.wav,0
audio_kkd\Track-447.wav,0
audio_kkd\Track-144.wav,0
audio_kkd\Track-65.wav,0
audio_kkd\Track-84.wav,0
audio_kkd\Track-106.wav,0
audio_tsr\Track-261.wav,1
audio_tsr\Track-278.wav,1
audio_kkd\Track-505.wav,0
audio_tsr\Track-27.wav,1
audio_tsr\Track-96.wav,1
audio_tsr\Track-153.wav,1
audio_tsr\Track-389.wav,1
audio_tsr\Track-494.wav,1
audio_tsr\Track-50.wav,1
audio_tsr\Track-24.wav,1
audio_tsr\Track-110.wav,1
audio_kkd\Track-484.wav,0
audio_kkd\Track-118.wav,0
audio_tsr\Track-55.wav,1
audio_kkd\Track-468.wav,0
audio_tsr\Track-249.wav,1
audio_tsr\Track-348.wav,1
audio_kkd\Track-483.wav,0
audio_kkd\Track-495.wav,0
audio_kkd\Track-96.wav,0
audio_kkd\Track-276.wav,0
audio_kkd\Track-429.wav,0
audio_kkd\Track-120.wav,0
audio_tsr\Track-229.wav,1
audio_tsr\Track-246.wav,1
audio_tsr\Track-479.wav,1
audio_kkd\Track-233.wav,0
audio_tsr\Track-78.wav,1
audio_tsr\Track-197.wav,1
audio_kkd\Track-395.wav,0
audio_kkd\Track-439.wav,0
audio_tsr\Track-68.wav,1
audio_kkd\Track-43.wav,0
audio_tsr\Track-193.wav,1
audio_tsr\Track-165.wav,1
audio_tsr\Track-171.wav,1
audio_kkd\Track-04.wav,0
audio_tsr\Track-130.wav,1
audio_tsr\Track-19.wav,1
audio_kkd\Track-21.wav,0
audio_tsr\Track-209.wav,1
audio_tsr\Track-355.wav,1
audio_tsr\Track-444.wav,1
audio_kkd\Track-402.wav,0
audio_tsr\Track-401.wav,1
audio_kkd\Track-129.wav,0
audio_kkd\Track-383.wav,0
audio_kkd\Track-293.wav,0
audio_kkd\Track-39.wav,0
audio_tsr\Track-483.wav,1
audio_tsr\Track-103.wav,1
audio_kkd\Track-194.wav,0
audio_kkd\Track-135.wav,0
audio_kkd\Track-354.wav,0
audio_kkd\Track-160.wav,0
audio_kkd\Track-279.wav,0
audio_tsr\Track-231.wav,1
audio_kkd\Track-55.wav,0
audio_kkd\Track-350.wav,0
audio_tsr\Track-468.wav,1
audio_kkd\Track-442.wav,0
audio_kkd\Track-296.wav,0
audio_tsr\Track-172.wav,1
audio_kkd\Track-200.wav,0
audio_tsr\Track-90.wav,1
audio_tsr\Track-104.wav,1
audio_tsr\Track-417.wav,1
audio_kkd\Track-443.wav,0
audio_tsr\Track-180.wav,1
audio_kkd\Track-292.wav,0
audio_kkd\Track-335.wav,0
audio_kkd\Track-247.wav,0
audio_tsr\Track-344.wav,1
audio_tsr\Track-34.wav,1
audio_tsr\Track-262.wav,1
audio_tsr\Track-234.wav,1
audio_tsr\Track-346.wav,1
audio_tsr\Track-49.wav,1
audio_tsr\Track-137.wav,1
audio_tsr\Track-337.wav,1
audio_kkd\Track-203.wav,0
audio_tsr\Track-208.wav,1
audio_kkd\Track-255.wav,0
audio_kkd\Track-238.wav,0
audio_tsr\Track-281.wav,1
audio_kkd\Track-332.wav,0
audio_tsr\Track-309.wav,1
audio_kkd\Track-198.wav,0
audio_tsr\Track-228.wav,1
audio_tsr\Track-62.wav,1
audio_tsr\Track-335.wav,1
audio_tsr\Track-276.wav,1
audio_tsr\Track-251.wav,1
audio_tsr\Track-169.wav,1
audio_kkd\Track-76.wav,0
audio_tsr\Track-150.wav,1
audio_kkd\Track-31.wav,0
audio_kkd\Track-213.wav,0
audio_kkd\Track-232.wav,0
audio_kkd\Track-412.wav,0
audio_kkd\Track-218.wav,0
audio_tsr\Track-491.wav,1
audio_tsr\Track-188.wav,1
audio_kkd\Track-146.wav,0
audio_kkd\Track-411.wav,0
audio_tsr\Track-454.wav,1
audio_kkd\Track-241.wav,0
audio_tsr\Track-285.wav,1
audio_tsr\Track-241.wav,1
audio_kkd\Track-364.wav,0
audio_kkd\Track-286.wav,0
audio_kkd\Track-461.wav,0
audio_tsr\Track-477.wav,1
audio_kkd\Track-361.wav,0
audio_kkd\Track-45.wav,0
audio_kkd\Track-210.wav,0
audio_kkd\Track-377.wav,0
audio_tsr\Track-472.wav,1
audio_tsr\Track-43.wav,1
audio_tsr\Track-306.wav,1
audio_kkd\Track-47.wav,0
audio_tsr\Track-152.wav,1
audio_kkd\Track-126.wav,0
audio_kkd\Track-62.wav,0
audio_kkd\Track-318.wav,0
audio_tsr\Track-330.wav,1
audio_kkd\Track-457.wav,0
audio_kkd\Track-14.wav,0
audio_kkd\Track-268.wav,0
audio_kkd\Track-215.wav,0
audio_tsr\Track-89.wav,1
audio_tsr\Track-250.wav,1
audio_kkd\Track-123.wav,0
audio_tsr\Track-254.wav,1
audio_kkd\Track-435.wav,0
audio_tsr\Track-323.wav,1
audio_tsr\Track-158.wav,1
audio_tsr\Track-126.wav,1
audio_kkd\Track-139.wav,0
audio_kkd\Track-434.wav,0
audio_tsr\Track-424.wav,1
audio_tsr\Track-189.wav,1
audio_tsr\Track-59.wav,1
audio_kkd\Track-315.wav,0
audio_tsr\Track-499.wav,1
audio_kkd\Track-478.wav,0
audio_tsr\Track-238.wav,1
audio_kkd\Track-117.wav,0
audio_tsr\Track-443.wav,1
audio_kkd\Track-313.wav,0
audio_kkd\Track-185.wav,0
audio_kkd\Track-342.wav,0
audio_kkd\Track-449.wav,0
audio_kkd\Track-191.wav,0
audio_kkd\Track-236.wav,0
audio_kkd\Track-193.wav,0
audio_tsr\Track-155.wav,1
audio_tsr\Track-502.wav,1
audio_kkd\Track-390.wav,0
audio_kkd\Track-33.wav,0
audio_tsr\Track-339.wav,1
audio_tsr\Track-235.wav,1
audio_kkd\Track-243.wav,0
audio_tsr\Track-404.wav,1
audio_kkd\Track-231.wav,0
audio_tsr\Track-507.wav,1
audio_kkd\Track-113.wav,0
audio_tsr\Track-422.wav,1
audio_kkd\Track-494.wav,0
audio_kkd\Track-228.wav,0
audio_kkd\Track-177.wav,0
audio_kkd\Track-289.wav,0
audio_kkd\Track-438.wav,0
audio_kkd\Track-112.wav,0
audio_kkd\Track-357.wav,0
audio_kkd\Track-249.wav,0
audio_kkd\Track-182.wav,0
audio_kkd\Track-114.wav,0
audio_tsr\Track-328.wav,1
audio_tsr\Track-410.wav,1
audio_kkd\Track-81.wav,0
audio_tsr\Track-176.wav,1
audio_kkd\Track-413.wav,0
audio_tsr\Track-226.wav,1
audio_kkd\Track-311.wav,0
audio_tsr\Track-99.wav,1
audio_kkd\Track-158.wav,0
audio_tsr\Track-138.wav,1
audio_tsr\Track-64.wav,1
audio_kkd\Track-199.wav,0
audio_kkd\Track-195.wav,0
audio_tsr\Track-102.wav,1
audio_kkd\Track-06.wav,0
audio_kkd\Track-67.wav,0
audio_tsr\Track-291.wav,1
audio_tsr\Track-224.wav,1
audio_kkd\Track-154.wav,0
audio_kkd\Track-104.wav,0
audio_tsr\Track-91.wav,1
audio_tsr\Track-201.wav,1
audio_kkd\Track-427.wav,0
audio_kkd\Track-162.wav,0
audio_kkd\Track-71.wav,0
audio_tsr\Track-30.wav,1
audio_kkd\Track-140.wav,0
audio_kkd\Track-59.wav,0
audio_kkd\Track-333.wav,0
audio_tsr\Track-393.wav,1
audio_tsr\Track-316.wav,1
audio_tsr\Track-07.wav,1
audio_tsr\Track-118.wav,1
audio_tsr\Track-437.wav,1
audio_kkd\Track-95.wav,0
audio_tsr\Track-190.wav,1
audio_kkd\Track-242.wav,0
audio_tsr\Track-268.wav,1
audio_kkd\Track-392.wav,0
audio_tsr\Track-296.wav,1
audio_kkd\Track-316.wav,0
audio_kkd\Track-430.wav,0
audio_tsr\Track-214.wav,1
audio_kkd\Track-64.wav,0
audio_kkd\Track-91.wav,0
audio_tsr\Track-469.wav,1
audio_tsr\Track-380.wav,1
audio_tsr\Track-141.wav,1
audio_tsr\Track-373.wav,1
audio_kkd\Track-370.wav,0
audio_tsr\Track-362.wav,1
audio_tsr\Track-485.wav,1
audio_tsr\Track-144.wav,1
audio_kkd\Track-93.wav,0
audio_kkd\Track-304.wav,0
audio_tsr\Track-294.wav,1
audio_kkd\Track-482.wav,0
audio_tsr\Track-211.wav,1
audio_kkd\Track-265.wav,0
audio_kkd\Track-229.wav,0
audio_kkd\Track-487.wav,0
audio_kkd\Track-324.wav,0
audio_tsr\Track-340.wav,1
audio_tsr\Track-76.wav,1
audio_tsr\Track-349.wav,1
audio_tsr\Track-121.wav,1
audio_tsr\Track-147.wav,1
audio_tsr\Track-159.wav,1
audio_kkd\Track-44.wav,0
audio_kkd\Track-223.wav,0
audio_tsr\Track-372.wav,1
audio_tsr\Track-449.wav,1
audio_tsr\Track-114.wav,1
audio_kkd\Track-287.wav,0
audio_tsr\Track-333.wav,1
audio_tsr\Track-462.wav,1
audio_tsr\Track-245.wav,1
audio_kkd\Track-27.wav,0
audio_tsr\Track-41.wav,1
audio_kkd\Track-87.wav,0
audio_tsr\Track-167.wav,1
audio_kkd\Track-107.wav,0
audio_tsr\Track-347.wav,1
audio_kkd\Track-116.wav,0
audio_kkd\Track-343.wav,0
audio_tsr\Track-203.wav,1
audio_kkd\Track-450.wav,0
audio_kkd\Track-299.wav,0
audio_kkd\Track-382.wav,0
audio_kkd\Track-225.wav,0
audio_tsr\Track-297.wav,1
audio_tsr\Track-508.wav,1
audio_kkd\Track-86.wav,0
audio_tsr\Track-173.wav,1
audio_kkd\Track-50.wav,0
audio_tsr\Track-29.wav,1
audio_kkd\Track-188.wav,0
audio_kkd\Track-41.wav,0
audio_tsr\Track-105.wav,1
audio_tsr\Track-220.wav,1
audio_kkd\Track-445.wav,0
audio_kkd\Track-499.wav,0
audio_kkd\Track-176.wav,0
audio_kkd\Track-327.wav,0
audio_tsr\Track-133.wav,1
audio_tsr\Track-475.wav,1
audio_kkd\Track-246.wav,0
audio_kkd\Track-322.wav,0
audio_tsr\Track-177.wav,1
audio_kkd\Track-320.wav,0
audio_kkd\Track-37.wav,0
audio_tsr\Track-127.wav,1
audio_tsr\Track-365.wav,1
audio_tsr\Track-53.wav,1
audio_kkd\Track-480.wav,0
audio_kkd\Track-260.wav,0
audio_kkd\Track-336.wav,0
audio_tsr\Track-202.wav,1
audio_kkd\Track-239.wav,0
audio_kkd\Track-467.wav,0
audio_tsr\Track-345.wav,1
audio_tsr\Track-359.wav,1
audio_kkd\Track-180.wav,0
audio_kkd\Track-07.wav,0
audio_tsr\Track-37.wav,1
audio_tsr\Track-418.wav,1
audio_tsr\Track-185.wav,1
audio_kkd\Track-30.wav,0
audio_kkd\Track-331.wav,0
audio_kkd\Track-426.wav,0
audio_tsr\Track-60.wav,1
audio_tsr\Track-427.wav,1
audio_tsr\Track-411.wav,1
audio_tsr\Track-459.wav,1
audio_kkd\Track-458.wav,0
audio_tsr\Track-305.wav,1
audio_tsr\Track-184.wav,1
audio_kkd\Track-263.wav,0
audio_kkd\Track-393.wav,0
audio_kkd\Track-367.wav,0
audio_kkd\Track-328.wav,0
audio_kkd\Track-222.wav,0
audio_tsr\Track-20.wav,1
audio_tsr\Track-264.wav,1
audio_kkd\Track-349.wav,0
audio_tsr\Track-71.wav,1
audio_kkd\Track-101.wav,0
audio_tsr\Track-381.wav,1
audio_tsr\Track-17.wav,1
audio_tsr\Track-26.wav,1
audio_tsr\Track-112.wav,1
audio_kkd\Track-61.wav,0
audio_kkd\Track-207.wav,0
audio_tsr\Track-31.wav,1
audio_kkd\Track-143.wav,0
audio_kkd\Track-121.wav,0
audio_kkd\Track-307.wav,0
audio_tsr\Track-481.wav,1
audio_kkd\Track-348.wav,0
audio_tsr\Track-162.wav,1
audio_kkd\Track-420.wav,0
audio_kkd\Track-312.wav,0
audio_tsr\Track-178.wav,1
audio_kkd\Track-175.wav,0
audio_kkd\Track-282.wav,0
audio_kkd\Track-398.wav,0
audio_tsr\Track-304.wav,1
audio_tsr\Track-237.wav,1
audio_kkd\Track-365.wav,0
audio_kkd\Track-169.wav,0
audio_kkd\Track-264.wav,0
audio_kkd\Track-127.wav,0
audio_kkd\Track-92.wav,0
audio_tsr\Track-196.wav,1
audio_kkd\Track-99.wav,0
audio_tsr\Track-206.wav,1
audio_tsr\Track-09.wav,1
audio_tsr\Track-287.wav,1
audio_kkd\Track-186.wav,0
audio_tsr\Track-374.wav,1
audio_kkd\Track-303.wav,0
audio_tsr\Track-244.wav,1
audio_kkd\Track-187.wav,0
audio_kkd\Track-401.wav,0
audio_tsr\Track-500.wav,1
audio_kkd\Track-321.wav,0
audio_kkd\Track-462.wav,0
audio_kkd\Track-475.wav,0
audio_kkd\Track-280.wav,0
audio_tsr\Track-80.wav,1
audio_tsr\Track-341.wav,1
audio_kkd\Track-166.wav,0
audio_kkd\Track-89.wav,0
audio_tsr\Track-48.wav,1
audio_tsr\Track-16.wav,1
audio_tsr\Track-350.wav,1
audio_kkd\Track-170.wav,0
audio_kkd\Track-15.wav,0
audio_kkd\Track-337.wav,0
audio_tsr\Track-18.wav,1
audio_kkd\Track-340.wav,0
audio_tsr\Track-85.wav,1
audio_tsr\Track-435.wav,1
audio_tsr\Track-77.wav,1
audio_tsr\Track-456.wav,1
audio_kkd\Track-230.wav,0
audio_tsr\Track-187.wav,1
audio_tsr\Track-352.wav,1
audio_kkd\Track-464.wav,0
audio_tsr\Track-450.wav,1
audio_tsr\Track-10.wav,1
audio_kkd\Track-131.wav,0
audio_tsr\Track-198.wav,1
audio_kkd\Track-446.wav,0
audio_kkd\Track-291.wav,0
audio_kkd\Track-219.wav,0
audio_kkd\Track-409.wav,0
audio_kkd\Track-416.wav,0
audio_tsr\Track-286.wav,1
audio_kkd\Track-212.wav,0
audio_kkd\Track-329.wav,0
audio_kkd\Track-344.wav,0
audio_kkd\Track-163.wav,0
audio_tsr\Track-75.wav,1
audio_kkd\Track-196.wav,0
audio_tsr\Track-383.wav,1
audio_tsr\Track-408.wav,1
audio_tsr\Track-282.wav,1
audio_kkd\Track-437.wav,0
audio_tsr\Track-493.wav,1
audio_kkd\Track-259.wav,0
audio_tsr\Track-36.wav,1
audio_kkd\Track-417.wav,0
audio_kkd\Track-124.wav,0
audio_kkd\Track-40.wav,0
audio_tsr\Track-403.wav,1
audio_tsr\Track-315.wav,1
audio_kkd\Track-473.wav,0
audio_kkd\Track-227.wav,0
audio_kkd\Track-10.wav,0
audio_kkd\Track-132.wav,0
audio_kkd\Track-178.wav,0
audio_tsr\Track-490.wav,1
audio_tsr\Track-95.wav,1
audio_tsr\Track-128.wav,1
audio_tsr\Track-139.wav,1
audio_kkd\Track-362.wav,0
audio_kkd\Track-355.wav,0
audio_kkd\Track-469.wav,0
audio_kkd\Track-376.wav,0
audio_kkd\Track-474.wav,0
audio_tsr\Track-227.wav,1
audio_kkd\Track-202.wav,0
audio_tsr\Track-452.wav,1
audio_tsr\Track-384.wav,1
audio_kkd\Track-42.wav,0
audio_kkd\Track-397.wav,0
audio_kkd\Track-214.wav,0
audio_tsr\Track-415.wav,1
audio_tsr\Track-274.wav,1
audio_tsr\Track-329.wav,1
